validationMetric,targetFunction,memory,columnAnalytics,parameters
0.10289563799511875,0.10289563799511875,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.17324326701307813, ""RMSE"": 0.6549278478811233, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.03254800897715937, ""RMSE"": 0.704319628626335, ""MCC"": null}]","{'network': {'data for intercept': 9, 'gradient directions': 0, 'extra data filters': 0.4143435979321245, 'iteration layers': 3, 'distribution samples': 83, 'extra data in gradient': 23, 'fraction data in intercept': 0.24674804014973395, 'data in gradient': 24}, 'training': {'input nodes': 2, 'fraction divisions tried': 0.4777516828222572, 'steepest permissible gradient': 3.8794633652939394, 'hybridization tolerance': 0.29412350837109524}}"
0.05963724620410471,0.05963724620410471,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.1298024453916533, ""RMSE"": 0.6719137310394291, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": -0.010527952983443889, ""RMSE"": 0.7198288457797072, ""MCC"": null}]","{'network': {'data for intercept': 83, 'gradient directions': 1, 'extra data filters': 0.09433881276414924, 'iteration layers': 1, 'distribution samples': 68, 'extra data in gradient': 2, 'fraction data in intercept': 0.4913630097654709, 'data in gradient': 4}, 'training': {'input nodes': 1, 'fraction divisions tried': 0.32518471281832617, 'steepest permissible gradient': 0.30392108551562336, 'hybridization tolerance': 0.2470446249267923}}"
0.4187311785963949,0.4187311785963949,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.9933382964510692, ""RMSE"": 0.05878915774273317, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": -0.15587593925827936, ""RMSE"": 0.7698581155190035, ""MCC"": null}]","{'network': {'data for intercept': 5, 'gradient directions': 1, 'extra data filters': -0.050808983225670845, 'iteration layers': 1, 'distribution samples': 26, 'extra data in gradient': 45, 'fraction data in intercept': 0.4327310280044418, 'data in gradient': 47}, 'training': {'input nodes': 1, 'fraction divisions tried': 0.5920084722663211, 'steepest permissible gradient': 3.2252892888632374, 'hybridization tolerance': 0.0007781489163148844}}"
0.5802913935933889,0.5802913935933889,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.6429336722245942, ""RMSE"": 0.4304067122451739, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.5176491149621837, ""RMSE"": 0.4973207963135515, ""MCC"": null}]","{'network': {'data for intercept': 3, 'gradient directions': 2, 'extra data filters': 0.21520185487087617, 'iteration layers': 2, 'distribution samples': 15, 'extra data in gradient': 41, 'fraction data in intercept': 0.43787334428854235, 'data in gradient': 44}, 'training': {'input nodes': 2, 'fraction divisions tried': 0.7945217431987155, 'steepest permissible gradient': 0.34718797392999123, 'hybridization tolerance': 0.12709095379388358}}"
0.02860985535380861,0.02860985535380861,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.05538171852993623, ""RMSE"": 0.700055964585036, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.0018379921776809915, ""RMSE"": 0.7154109750713359, ""MCC"": null}]","{'network': {'data for intercept': 71, 'gradient directions': 0, 'extra data filters': -0.0641542112002168, 'iteration layers': 2, 'distribution samples': 15, 'extra data in gradient': 1, 'fraction data in intercept': 0.05907246723132836, 'data in gradient': 2}, 'training': {'input nodes': 2, 'fraction divisions tried': 0.43631125434358825, 'steepest permissible gradient': 13.796680456551435, 'hybridization tolerance': 0.14520727714986537}}"
0.11432895710198998,0.11432895710198998,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.2543570806836739, ""RMSE"": 0.6219708572673803, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": -0.025699166479693947, ""RMSE"": 0.7252121671601474, ""MCC"": null}]","{'network': {'data for intercept': 65, 'gradient directions': 1, 'extra data filters': -0.3524732101610587, 'iteration layers': 1, 'distribution samples': 61, 'extra data in gradient': 2, 'fraction data in intercept': 0.25712129772273074, 'data in gradient': 4}, 'training': {'input nodes': 1, 'fraction divisions tried': 0.978834663148018, 'steepest permissible gradient': 0.7263456354187301, 'hybridization tolerance': 0.15605353299422497}}"
0.4472580547749167,0.4472580547749167,3473408,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.9831238680214861, ""RMSE"": 0.09357095103690011, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": -0.0886077584716527, ""RMSE"": 0.7471207409622926, ""MCC"": null}]","{'network': {'data for intercept': 9, 'gradient directions': 1, 'extra data filters': 0.29920518105936844, 'iteration layers': 3, 'distribution samples': 30, 'extra data in gradient': 35, 'fraction data in intercept': 0.4317150399838463, 'data in gradient': 37}, 'training': {'input nodes': 1, 'fraction divisions tried': 0.700065122109301, 'steepest permissible gradient': 11.507157587665331, 'hybridization tolerance': 0.021366871663424436}}"
0.38132648694497157,0.38132648694497157,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.9227642306383209, ""RMSE"": 0.20017683832354335, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": -0.16011125674837778, ""RMSE"": 0.7712672685492888, ""MCC"": null}]","{'network': {'data for intercept': 4, 'gradient directions': 1, 'extra data filters': -0.18222939581975772, 'iteration layers': 2, 'distribution samples': 6, 'extra data in gradient': 5, 'fraction data in intercept': 0.2518758004997833, 'data in gradient': 7}, 'training': {'input nodes': 1, 'fraction divisions tried': 0.6273356187934434, 'steepest permissible gradient': 17.836922864317867, 'hybridization tolerance': 0.0007013102776919217}}"
0.524031855254379,0.524031855254379,3223552,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.7994377268209824, ""RMSE"": 0.3225738878990129, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.24862598368777578, ""RMSE"": 0.6207020313872206, ""MCC"": null}]","{'network': {'data for intercept': 4, 'gradient directions': 1, 'extra data filters': 0.319053712772314, 'iteration layers': 3, 'distribution samples': 87, 'extra data in gradient': 0, 'fraction data in intercept': 0.2708324358366346, 'data in gradient': 2}, 'training': {'input nodes': 2, 'fraction divisions tried': 0.904605097185446, 'steepest permissible gradient': 28.91610585728001, 'hybridization tolerance': 0.14658707906916413}}"
0.43212136050164157,0.43212136050164157,12288,"[{""name"": ""x"", ""numValidationSamples"": null, ""coefficientOfDetermination"": null, ""RMSE"": null, ""MCC"": null}, {""name"": ""y1"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": 0.9206820155141314, ""RMSE"": 0.20285719782228576, ""MCC"": null}, {""name"": ""y2"", ""numValidationSamples"": 200, ""coefficientOfDetermination"": -0.05643929451084828, ""RMSE"": 0.7359992194799089, ""MCC"": null}]","{'network': {'data for intercept': 16, 'gradient directions': 1, 'extra data filters': 0.261674166569008, 'iteration layers': 2, 'distribution samples': 19, 'extra data in gradient': 6, 'fraction data in intercept': 0.3120784085746625, 'data in gradient': 8}, 'training': {'input nodes': 1, 'fraction divisions tried': 0.24553639802649274, 'steepest permissible gradient': 0.15412031838498594, 'hybridization tolerance': 0.019487738897709786}}"
